"","pathways","z-score","Z_p-value","X2-score","X2_p-value"
"23","BIOCARTA_GSK3_PATHWAY",24.9826965141565,8.12624639579353e-138,258.962015848264,0
"24","BIOCARTA_HDAC_PATHWAY",23.5762883961173,0,2.77140112165465,0.00286600428007732
"25","BIOCARTA_HIVNEF_PATHWAY",2.99058208564835,0.00152425334419096,197.26099529814,0
"26","BIOCARTA_IGF1_PATHWAY",9.35997601511214,0,149.901165110112,0
"27","BIOCARTA_IGF1MTOR_PATHWAY",24.9826965141565,8.12624639579353e-138,258.962015848264,0
"28","BIOCARTA_IL12_PATHWAY",20.3394778947829,0,135.462657296065,0
"29","BIOCARTA_IL17_PATHWAY",39.8467361193507,0,2.44536781899129,0.00737064265352162
"30","BIOCARTA_IL7_PATHWAY",9.54970208516473,0,242.455655349223,0
"31","BIOCARTA_INSULIN_PATHWAY",9.35997601511214,0,149.901165110112,0
"32","BIOCARTA_INTRINSIC_PATHWAY",6.6613807654406,1.70548946433522e-11,320.855525323175,0
"33","BIOCARTA_KERATINOCYTE_PATHWAY",41.7646711363773,0,36.0944319883682,0
"34","BIOCARTA_MET_PATHWAY",5.52084649184789,2.02103979249845e-08,233.115894486227,0
"35","BIOCARTA_MITOCHONDRIA_PATHWAY",6.89721895683349,3.36743135823304e-12,212.949731615171,0
"36","BIOCARTA_MTOR_PATHWAY",24.9826965141565,8.12624639579353e-138,258.962015848264,0
"37","BIOCARTA_NDKDYNAMIN_PATHWAY",3.0279734441173,0.00135161518622882,245.448878698854,0
"38","BIOCARTA_NFAT_PATHWAY",22.2626797112501,0,101.180473230622,0
"39","BIOCARTA_NKCELLS_PATHWAY",19.8315620483748,1.29461684965842e-87,211.535369191054,0
"40","BIOCARTA_NO2IL12_PATHWAY",35.8135221641489,0,3.40206670545294,0.00034526608209832
"41","BIOCARTA_NUCLEARRS_PATHWAY",21.8443526311232,0,107.015388963465,0
"42","BIOCARTA_PAR1_PATHWAY",22.1486366214662,9.02347695037269e-109,138.804939467698,0
"43","BIOCARTA_PDGF_PATHWAY",0.129363008473834,0.450902148736229,198.558714332497,0
"44","BIOCARTA_PPARA_PATHWAY",34.5351823276134,0,21.0581759891789,0
"45","BIOCARTA_STATHMIN_PATHWAY",31.7059083197053,0,4.87632592907024,5.70338928313222e-07
"46","BIOCARTA_STRESS_PATHWAY",33.5006467650767,4.53763543467404e-246,36.4022561163796,0
"47","BIOCARTA_TCAPOPTOSIS_PATHWAY",39.374701413261,0,2.64835042264299,0.00413102233952027
"48","BIOCARTA_TCR_PATHWAY",22.1262928508008,0,118.588063633463,0
"49","BIOCARTA_TCRA_PATHWAY",35.8135221641489,0,3.40206670545294,0.00034526608209832
"50","BIOCARTA_TCYTOTOXIC_PATHWAY",35.6668543676806,0,3.52976172306702,0.000217679788042401
"51","BIOCARTA_TEL_PATHWAY",7.1388476162311,6.03729187854573e-13,407.282870776716,0
"52","BIOCARTA_TFF_PATHWAY",10.4039073099982,0,132.103352518174,0
"53","BIOCARTA_THELPER_PATHWAY",39.374701413261,0,2.64835042264299,0.00413102233952027
"54","BIOCARTA_TNFR1_PATHWAY",13.3282872317416,1.14368373808465e-40,174.225709597545,0
"55","BIOCARTA_TOB1_PATHWAY",35.6668543676806,0,3.52976172306702,0.000217679788042401
"56","KEGG_ABC_TRANSPORTERS",9.05246498283626,0,233.943716148938,0
"57","KEGG_ACUTE_MYELOID_LEUKEMIA",17.2173166051078,0,137.215714447159,0
"58","KEGG_ADHERENS_JUNCTION",20.3227009155461,0,270.885413517166,0
"59","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",41.6856824305762,0,29.4121124007262,0
"60","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",7.70281353525466,8.7516201182521e-15,199.236662777974,0
"61","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",14.0611058244628,4.80623100422563e-45,324.985765850625,0
"62","KEGG_ALZHEIMERS_DISEASE",6.50819056855485,4.7507189439186e-11,234.425787982111,0
"63","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",46.2733507650126,0,7.77157662616632,4.19400114259956e-15
"64","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",29.6871721520221,1.04480694833497e-193,158.483624506138,0
"65","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",4.19899246254951,1.52006097990197e-05,208.548983112695,0
"66","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",9.02322154933577,0,296.920579060728,0
"67","KEGG_APOPTOSIS",23.790290270031,0,177.839149054421,0
"68","KEGG_ARACHIDONIC_ACID_METABOLISM",26.5033659664255,0,222.737480729767,0
"69","KEGG_ARGININE_AND_PROLINE_METABOLISM",10.8852898542536,9.31641142757114e-28,171.612063071801,0
"70","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",26.7477418487859,1.15690934268233e-157,97.1942013029963,0
"71","KEGG_AUTOIMMUNE_THYROID_DISEASE",36.0172471185734,0,148.706886092509,0
"72","KEGG_AXON_GUIDANCE",8.55435364604684,0,214.83638931669,0
"73","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",41.9561608085048,0,118.060537121055,0
"74","KEGG_BETA_ALANINE_METABOLISM",6.01180993906115,1.12378671625816e-09,353.335553771309,0
"75","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",1.87200288117811,0.0329372373867571,174.60520117548,0
"76","KEGG_BUTANOATE_METABOLISM",22.3349741951035,1.42475727581085e-110,130.903831697458,0
"77","KEGG_CALCIUM_SIGNALING_PATHWAY",2.62720758851435,0.00468569024818852,190.171717122022,0
"78","KEGG_CARDIAC_MUSCLE_CONTRACTION",37.8019231376066,0,234.623853574698,0
"79","KEGG_CELL_ADHESION_MOLECULES_CAMS",21.2426425823365,3.19358581698899e-100,215.723015827327,0
"80","KEGG_CELL_CYCLE",35.0287013958233,0,223.582379134054,0
"81","KEGG_CHEMOKINE_SIGNALING_PATHWAY",39.781105579684,0,141.990698812178,0
"82","KEGG_CHRONIC_MYELOID_LEUKEMIA",35.6808616872475,0,26.2701320361818,0
"83","KEGG_CITRATE_CYCLE_TCA_CYCLE",1.32148503560273,0.0988794170959994,263.492930969416,0
"84","KEGG_COLORECTAL_CANCER",30.5366405318396,0,138.689661589491,0
"85","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",2.56173389916827,0.00563658564005517,274.430712979185,0
"86","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",58.977997818347,0,152.520507323216,0
"87","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",46.9081471990431,0,32.6486527606878,0
"88","KEGG_DILATED_CARDIOMYOPATHY",14.6395541884791,1.15102220348107e-48,202.542205656097,0
"89","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",60.1106480034961,0,20.5129294271259,0
"90","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",20.952688785867,1.4624037619308e-97,242.289933487629,0
"91","KEGG_ECM_RECEPTOR_INTERACTION",15.0669777290896,1.971843873829e-51,258.191070473629,0
"92","KEGG_ENDOCYTOSIS",4.85322293666717,7.03350354920884e-07,321.224075865295,0
"93","KEGG_ENDOMETRIAL_CANCER",12.9741551005179,0,255.129697309258,0
"94","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",54.8731951459252,0,22.0441804802897,0
"95","KEGG_ERBB_SIGNALING_PATHWAY",17.2248471457068,0,137.100972303914,0
"96","KEGG_FATTY_ACID_METABOLISM",45.6315038043797,0,24.1838892055397,0
"97","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",21.8216202052073,0,209.240797615065,0
"98","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",7.7922010921047,4.3909512704033e-15,263.540635628245,0
"99","KEGG_FOCAL_ADHESION",11.1339067933141,0,290.77876880255,0
"100","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",39.4565107986233,0,23.3739132318487,0
"101","KEGG_GALACTOSE_METABOLISM",50.8964866048913,0,9.6075272665969,0
"102","KEGG_GAP_JUNCTION",14.5182402890011,0,209.914340380169,0
"103","KEGG_GLIOMA",37.190309710055,0,34.6019477188035,0
"104","KEGG_GLUTATHIONE_METABOLISM",2.61675129670739,0.004817912941461,297.799729049986,0
"105","KEGG_GLYCEROLIPID_METABOLISM",4.32428109586783,8.75442299495809e-06,437.515930850611,0
"106","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",10.7296348334061,5.06315946371063e-27,245.258561005843,0
"107","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",56.220861869902,0,79.0713531857855,0
"108","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",13.3513743477651,8.42281908511065e-41,179.569060113405,0
"109","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",11.2729402814698,1.24562855244813e-29,367.441885524546,0
"110","KEGG_GNRH_SIGNALING_PATHWAY",3.96569004999393,4.10045158875163e-05,267.564699312437,0
"111","KEGG_HEDGEHOG_SIGNALING_PATHWAY",12.4018215868816,0,347.308031261426,0
"112","KEGG_HEMATOPOIETIC_CELL_LINEAGE",62.8056725706908,0,34.5491038851034,0
"113","KEGG_HUNTINGTONS_DISEASE",7.16062561859905,5.16858031484893e-13,241.277768935765,0
"114","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",22.372942273042,6.11406933672368e-111,188.086733042792,0
"115","KEGG_INOSITOL_PHOSPHATE_METABOLISM",12.5182075823326,4.23527451176243e-36,160.257810346087,0
"116","KEGG_INSULIN_SIGNALING_PATHWAY",3.32895786152619,0.000481338791419383,294.379231862314,0
"117","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",31.8592021265715,0,7.3322872445319,1.21760417191369e-13
"118","KEGG_JAK_STAT_SIGNALING_PATHWAY",61.9453720332299,0,140.19596322764,0
"119","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",46.70112469079,0,165.970234753783,0
"120","KEGG_LINOLEIC_ACID_METABOLISM",26.7019928367223,3.91758939358126e-157,14.4812601245656,0
"121","KEGG_LONG_TERM_DEPRESSION",16.7751419572848,2.88449239788015e-63,411.832773255273,0
"122","KEGG_LONG_TERM_POTENTIATION",36.3882827750188,0,73.6378757381402,0
"123","KEGG_LYSINE_DEGRADATION",3.21105291592259,0.000728137137229242,224.044158669021,0
"124","KEGG_LYSOSOME",51.0086682773224,0,95.3240840697187,0
"125","KEGG_MAPK_SIGNALING_PATHWAY",11.1475579959947,0,209.815947992928,0
"126","KEGG_MELANOGENESIS",32.7614869305052,0,35.1656728366667,0
"127","KEGG_MELANOMA",47.193744834634,0,17.8913462130703,0
"128","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",56.1686949512631,0,23.6432991578257,0
"129","KEGG_MTOR_SIGNALING_PATHWAY",3.77508530914434,8.93578594650069e-05,402.3006647748,0
"130","KEGG_N_GLYCAN_BIOSYNTHESIS",4.09031893298295,2.42075715037162e-05,270.008143776455,0
"131","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",36.0808036370751,0,202.693062762498,0
"132","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",36.3139949412486,9.55457571628781e-289,187.34275738653,0
"133","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",23.8626373481816,0,148.705136969023,0
"134","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",7.28446783667332,2.09253563640024e-13,217.040751364346,0
"135","KEGG_NON_SMALL_CELL_LUNG_CANCER",6.39954965245562,9.70154174860162e-11,359.553797861327,0
"136","KEGG_NOTCH_SIGNALING_PATHWAY",27.6400810250388,0,128.249681586575,0
"137","KEGG_NUCLEOTIDE_EXCISION_REPAIR",6.01835343031972,1.08277835856195e-09,324.205291167664,0
"138","KEGG_O_GLYCAN_BIOSYNTHESIS",10.0703126941341,5.03109032906487e-24,84.1758869465394,0
"139","KEGG_OLFACTORY_TRANSDUCTION",8.37192946397814,3.77552162109029e-17,214.470607529791,0
"140","KEGG_OOCYTE_MEIOSIS",16.7366835281031,0,238.991758303335,0
"141","KEGG_OXIDATIVE_PHOSPHORYLATION",56.3602133401545,0,125.813739864254,0
"142","KEGG_PANCREATIC_CANCER",24.8543861885117,0,180.049710117938,0
"143","KEGG_PARKINSONS_DISEASE",0.104100703499545,0.459751412912362,354.99099745345,0
"144","KEGG_PATHWAYS_IN_CANCER",62.616184593734,0,134.149169587275,0
"145","KEGG_PEROXISOME",5.73597481251737,5.86335232958627e-09,303.307933309845,0
"146","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",14.9086638267578,0,261.871327292395,0
"147","KEGG_PPAR_SIGNALING_PATHWAY",7.1647633843182,5.03184897981119e-13,295.589125292353,0
"148","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",11.3778066026859,0,247.33093208472,0
"149","KEGG_PRIMARY_IMMUNODEFICIENCY",55.0684474924301,0,9.55318794179343,0
"150","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",30.2627691320429,0,105.607730995267,0
"151","KEGG_PROSTATE_CANCER",32.9662889572544,0,203.639052122005,0
"152","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",41.7169070985846,0,73.0861112314179,0
"153","KEGG_PURINE_METABOLISM",5.13269480122575,1.68455586544191e-07,149.090723049322,0
"154","KEGG_PYRIMIDINE_METABOLISM",27.8224956476498,2.08334705921272e-170,125.128426592833,0
"155","KEGG_PYRUVATE_METABOLISM",28.0058618302296,1.26253998526646e-172,167.104480316182,0
"156","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",24.7313327686365,0,195.465984375366,0
"157","KEGG_REGULATION_OF_AUTOPHAGY",33.6298969167128,0,320.216902139147,0
"158","KEGG_RENAL_CELL_CARCINOMA",38.3663753616904,0,108.010031898626,0
"159","KEGG_RETINOL_METABOLISM",63.3553979905356,0,104.246671528743,0
"160","KEGG_RIBOSOME",0.485174807147581,0.319648991632689,264.70734630221,0
"161","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",32.3232518563911,0,221.865721912189,0
"162","KEGG_RNA_DEGRADATION",15.8842617393107,0,282.704381251442,0
"163","KEGG_SMALL_CELL_LUNG_CANCER",52.6570908083305,0,136.237503112151,0
"164","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",15.2095179903835,2.28440335947411e-52,190.5427960866,0
"165","KEGG_SPLICEOSOME",30.9495669218244,0,243.18568484629,0
"166","KEGG_STARCH_AND_SUCROSE_METABOLISM",49.7139384396947,0,3.46239563306086,0.000279429321030368
"167","KEGG_STEROID_HORMONE_BIOSYNTHESIS",17.9445530494664,4.20169556829868e-72,213.906989025254,0
"168","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",53.2266866689517,0,19.6877761159708,0
"169","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",39.1664441258577,0,148.850835077532,0
"170","KEGG_TASTE_TRANSDUCTION",13.3404045444679,0,238.048766593376,0
"171","KEGG_TGF_BETA_SIGNALING_PATHWAY",8.89312059428637,0,325.459393794197,0
"172","KEGG_TIGHT_JUNCTION",35.253317896862,2.98151790453558e-272,212.068011145366,0
"173","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",45.8331838917266,0,119.545094742607,0
"174","KEGG_TRYPTOPHAN_METABOLISM",22.6956425676912,4.20685188012641e-114,23.7228827412124,0
"175","KEGG_TYPE_II_DIABETES_MELLITUS",7.06695351800716,1.01234904128515e-12,302.943690600262,0
"176","KEGG_TYROSINE_METABOLISM",20.5766511404175,3.64855459016267e-94,320.800137039549,0
"177","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",1.0816826163374,0.147028942011542,221.425740135689,0
"178","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",15.7134869959972,9.39174714325738e-56,103.823659819438,0
"179","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",24.1505359193417,0,40.4123624597765,0
"180","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",23.9273377959487,0,354.923510443815,0
"181","KEGG_VEGF_SIGNALING_PATHWAY",39.8832041063581,0,69.6311773123042,0
"182","KEGG_VIBRIO_CHOLERAE_INFECTION",46.2590321418755,0,229.194552154707,0
"183","KEGG_VIRAL_MYOCARDITIS",15.9648304541507,0,173.292877633584,0
"184","KEGG_WNT_SIGNALING_PATHWAY",16.0195526766035,0,286.097096460023,0
"185","KRCC",0.415547196071548,0.344292617328408,230.469151394621,0
"186","REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE",1.06077280914827,0.15031447371671,639.490812671785,0
"187","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",26.0674371372264,0,185.060461888108,0
"188","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",13.3890360379457,0,182.817650178712,0
"189","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",26.0674371372264,0,185.060461888108,0
"190","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",10.4210601216392,0,236.70284745383,0
"191","REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",38.6109139236206,0,196.05225520086,0
"192","REACTOME_APOPTOSIS",10.9030905262217,7.68955358522269e-28,211.343377324139,0
"193","REACTOME_APOPTOTIC_EXECUTION_PHASE",5.2816437401836,7.59804062906428e-08,247.513609179206,0
"194","REACTOME_AXON_GUIDANCE",17.8121059619255,4.48123896217474e-71,204.364809706317,0
"195","REACTOME_BIOLOGICAL_OXIDATIONS",41.3793603274206,0,123.783720341652,0
"196","REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS",7.62815339991645,1.55361948022379e-14,225.551357867357,0
"197","REACTOME_CD28_CO_STIMULATION",31.2074770635282,7.99464237108781e-214,231.543870870146,0
"198","REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING",1.14733047897086,0.132582227903847,274.098165714541,0
"199","REACTOME_CDC20_PHOSPHO_APC_MEDIATED_DEGRADATION_OF_CYCLIN_A",10.5273626525281,4.38079566866775e-26,252.002940293112,0
"200","REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX",15.4318887928568,7.49273370002845e-54,208.607930853488,0
"201","REACTOME_CELL_CELL_ADHESION_SYSTEMS",42.792066900062,0,180.898043568853,0
"202","REACTOME_CELL_CYCLE_CHECKPOINTS",18.1556859595935,0,205.830192336687,0
"203","REACTOME_CELL_CYCLE_MITOTIC",6.51871232273503,4.44375758111166e-11,200.463871417066,0
"204","REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE",15.5108991080085,0,232.738269517237,0
"205","REACTOME_CELL_JUNCTION_ORGANIZATION",46.6079734472198,0,166.237321142299,0
"206","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",13.5030409839113,1.09102876204334e-41,163.967182236634,0
"207","REACTOME_CENTROSOME_MATURATION",10.9671616828611,3.80798902964465e-28,208.375872924875,0
"208","REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",48.8861976988329,0,16.4016002729007,0
"209","REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT",22.7317727425471,0,302.180265178049,0
"210","REACTOME_CITRIC_ACID_CYCLE",5.81908216746572,3.60134121991392e-09,376.457253196926,0
"211","REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS",16.2630876624598,0,209.334646900544,0
"212","REACTOME_CLASS_B2_SECRETIN_FAMILY_RECEPTORS",7.62815339991645,1.55361948022379e-14,225.551357867357,0
"213","REACTOME_CLATHRIN_DERIVED_VESICLE_BUDDING",50.1055427789376,0,42.851239011659,0
"214","REACTOME_COLLAGEN_MEDIATED_ACTIVATION_CASCADE",12.4100154384,1.63921211329479e-35,259.708891283328,0
"215","REACTOME_COMMON_PATHWAY",1.42562531526686,0.0819344357334082,294.705571166977,0
"216","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY",4.14716496549754,1.90283796218545e-05,275.518967586678,0
"217","REACTOME_CTLA4_INHIBITORY_SIGNALING",25.527216645578,8.59302118377678e-144,371.62188090589,0
"218","REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE",10.2252581868844,1.03234908643581e-24,140.351016083279,0
"219","REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION",17.9222785908281,6.24650262586964e-72,166.103265509559,0
"220","REACTOME_DARPP32_EVENTS",21.9535299035674,0,249.694353165328,0
"221","REACTOME_DEPOLARIZATION_OF_THE_PRESYNAPTIC_TERMINAL_TRIGGERS_THE_OPENING_OF_CALCIUM_CHANNELS",4.27994233997131,1.06623956149958e-05,251.414700727035,0
"222","REACTOME_DIABETES_PATHWAYS",12.7556546548479,2.08420524860005e-37,242.738440584955,0
"223","REACTOME_DNA_REPAIR",6.77264396840082,8.00289624160154e-12,224.283548845593,0
"224","REACTOME_DNA_REPLICATION_PRE_INITIATION",5.72901088737595,6.08984563304697e-09,248.116037619182,0
"225","REACTOME_DOUBLE_STRAND_BREAK_REPAIR",21.8654001748729,0,257.484691578853,0
"226","REACTOME_DOWN_STREAM_SIGNAL_TRANSDUCTION",29.0032517847527,0,39.4520723908222,0
"227","REACTOME_DOWNSTREAM_EVENTS_IN_GPCR_SIGNALING",19.0158552428747,0,219.112287873385,0
"228","REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR",33.7108291460457,0,32.2247416933741,0
"229","REACTOME_DOWNSTREAM_TCR_SIGNALING",23.3505016928335,0,158.595072608392,0
"230","REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION",8.11778165021525,3.15142762341246e-16,288.101092502466,0
"231","REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE",33.4382319929033,0,2.35570259225222,0.00939175809350089
"232","REACTOME_ELECTRON_TRANSPORT_CHAIN",16.9499402691209,1.50408659265546e-64,285.629840007232,0
"233","REACTOME_ELONGATION_AND_PROCESSING_OF_CAPPED_TRANSCRIPTS",4.38379115655763,6.71248272711309e-06,263.446340886259,0
"234","REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK",1.06077280914827,0.15031447371671,639.490812671785,0
"235","REACTOME_ERK_MAPK_TARGETS",14.080930967353,0,513.091488569808,0
"236","REACTOME_ETHANOL_OXIDATION",39.4252146161786,0,14.6606987792075,0
"237","REACTOME_FORMATION_AND_MATURATION_OF_MRNA_TRANSCRIPT",11.1944933747738,0,235.648708809098,0
"238","REACTOME_FORMATION_OF_A_POOL_OF_FREE_40S_SUBUNITS",0.485174807147581,0.319648991632689,264.70734630221,0
"239","REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE",10.9427894430605,0,279.666930092946,0
"240","REACTOME_FORMATION_OF_PLATELET_PLUG",18.7911296790316,0,229.099380706387,0
"241","REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX",27.9305562554388,1.03026780133016e-171,27.3628557800875,0
"242","REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS",18.1999488408213,0,213.292021828282,0
"243","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",12.9421794746345,0,221.056235006089,0
"244","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",21.2281547886146,0,225.792573611135,0
"245","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",15.1198272398307,8.91901901054013e-52,167.08154389824,0
"246","REACTOME_G1_S_TRANSITION",8.03574198915892,6.15250768293986e-16,224.295901932004,0
"247","REACTOME_G2_M_CHECKPOINTS",31.1197880925675,0,140.62166110755,0
"248","REACTOME_G2_M_TRANSITION",3.61190440845402,0.00016930916806461,205.630324397508,0
"249","REACTOME_GAP_JUNCTION_TRAFFICKING",33.6696463840805,1.55541043644542e-248,72.7669081527015,0
"250","REACTOME_GENE_EXPRESSION",1.64130982853954,0.0540553768203037,228.090996663742,0
"251","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES",24.2341747166735,0,251.419805462649,0
"252","REACTOME_GENES_INVOLVED_IN_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",1.17614338024896,0.126755305639301,359.974728281795,0
"253","REACTOME_GLUCONEOGENESIS",9.35234699943738,5.75014909478678e-21,304.596913343112,0
"254","REACTOME_GLUCOSE_AND_OTHER_SUGAR_SLC_TRANSPORTERS",18.4608602034872,0,288.774483020849,0
"255","REACTOME_GLUCOSE_METABOLISM",27.5826890745782,1.59796123663779e-167,199.017146590888,0
"256","REACTOME_GLUCOSE_REGULATION_OF_INSULIN_SECRETION",16.6780794118285,1.46518288187658e-62,225.094348534308,0
"257","REACTOME_GLUCOSE_TRANSPORT",44.5768238148172,0,30.2070666442406,0
"258","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",50.1055427789376,0,42.851239011659,0
"259","REACTOME_GPCR_LIGAND_BINDING",7.04824864208044,1.15439430589921e-12,218.096963867049,0
