"","pathways","z-score","Z_p-value"
"103","REACTOME_CD28_CO_STIMULATION",31.2074770635282,7.79511354363167e-214
"104","REACTOME_CELL_CELL_ADHESION_SYSTEMS",42.792066900062,0
"105","REACTOME_CELL_CYCLE_CHECKPOINTS",18.1556859595935,0
"106","REACTOME_CELL_CYCLE_MITOTIC",6.51871232273503,4.53058515706223e-11
"107","REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE",15.5108991080085,0
"108","REACTOME_CELL_JUNCTION_ORGANIZATION",46.6079734472198,0
"109","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",13.5030409839113,1.12539187265887e-41
"110","REACTOME_CENTROSOME_MATURATION",10.9671616828611,3.81845330219876e-28
"111","REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",48.8861976988329,0
"112","REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS",16.2630876624598,0
"113","REACTOME_CLATHRIN_DERIVED_VESICLE_BUDDING",50.1055427789376,0
"114","REACTOME_COLLAGEN_MEDIATED_ACTIVATION_CASCADE",12.4100154384,1.6690881779113e-35
"115","REACTOME_COMMON_PATHWAY",1.42562531526686,0.0834375409773117
"116","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY",4.14716496549754,1.99085224453085e-05
"117","REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE",10.2252581868844,1.04747606632258e-24
"118","REACTOME_DARPP32_EVENTS",21.9535299035674,0
"119","REACTOME_DIABETES_PATHWAYS",12.7556546548479,2.12820086952878e-37
"120","REACTOME_DNA_REPAIR",6.77264396840082,8.12892610367401e-12
"121","REACTOME_DNA_REPLICATION_PRE_INITIATION",5.72901088737595,6.33657810465073e-09
"122","REACTOME_DOWNSTREAM_EVENTS_IN_GPCR_SIGNALING",19.0158552428747,0
"123","REACTOME_DOWNSTREAM_TCR_SIGNALING",23.3505016928335,0
"124","REACTOME_ELECTRON_TRANSPORT_CHAIN",16.9499402691209,1.53378569799802e-64
"125","REACTOME_ELONGATION_AND_PROCESSING_OF_CAPPED_TRANSCRIPTS",4.38379115655763,7.05928042568199e-06
"126","REACTOME_FORMATION_AND_MATURATION_OF_MRNA_TRANSCRIPT",11.1944933747738,0
"127","REACTOME_FORMATION_OF_A_POOL_OF_FREE_40S_SUBUNITS",0.485174807147581,0.323142628513855
"128","REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE",10.9427894430605,0
"129","REACTOME_FORMATION_OF_PLATELET_PLUG",18.7911296790316,0
"130","REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS",18.1999488408213,0
"131","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",12.9421794746345,0
"132","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",21.2281547886146,0
"133","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",15.1198272398307,9.32718914227582e-52
"134","REACTOME_G1_S_TRANSITION",8.03574198915892,6.25128503299831e-16
"135","REACTOME_G2_M_CHECKPOINTS",31.1197880925675,0
"136","REACTOME_G2_M_TRANSITION",3.61190440845402,0.000175751451545711
"137","REACTOME_GENE_EXPRESSION",1.64130982853954,0.0554567957452395
"138","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES",24.2341747166735,0
"139","REACTOME_GLUCOSE_METABOLISM",27.5826890745782,1.57450257708486e-167
"140","REACTOME_GLUCOSE_REGULATION_OF_INSULIN_SECRETION",16.6780794118285,1.49486170805873e-62
"141","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",50.1055427789376,0
"142","REACTOME_GPCR_LIGAND_BINDING",7.04824864208044,1.17206244709678e-12
"143","REACTOME_GTP_HYDROLYSIS_AND_JOINING_OF_THE_60S_RIBOSOMAL_SUBUNIT",0.485174807147581,0.323142628513855
"144","REACTOME_HEMOSTASIS",4.13599499752742,2.07834991810856e-05
"145","REACTOME_HIV_INFECTION",19.1307116912029,0
"146","REACTOME_HIV_LIFE_CYCLE",21.9703529488645,0
"147","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",0.247685786737461,0.41011366667774
"148","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",39.4642956650306,0
"149","REACTOME_INFLUENZA_LIFE_CYCLE",18.4208074492728,7.290558975414e-76
"150","REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION",0.485174807147581,0.323142628513855
"151","REACTOME_INNATE_IMMUNITY_SIGNALING",31.10231589448,0
"152","REACTOME_INSULIN_SYNTHESIS_AND_SECRETION",21.7130092165223,1.3008779869795e-104
"153","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM",16.1363029380812,1.11171243338898e-58
"154","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",13.6264753937185,0
"155","REACTOME_IRS_RELATED_EVENTS",11.4459335789058,0
"156","REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE",4.36913308551807,7.50620111135962e-06
"157","REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES",10.9671616828611,3.81845330219876e-28
"158","REACTOME_MEMBRANE_TRAFFICKING",40.622263406477,0
"159","REACTOME_METABLISM_OF_NUCLEOTIDES",11.3878197837525,0
"160","REACTOME_METABOLISM_OF_AMINO_ACIDS",17.7047860812401,3.09008660372349e-70
"161","REACTOME_METABOLISM_OF_BILE_ACIDS_AND_BILE_SALTS",30.0370247297054,0
"162","REACTOME_METABOLISM_OF_CARBOHYDRATES",54.7612956236973,0
"163","REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS",28.8861673686325,0
"164","REACTOME_METABOLISM_OF_PROTEINS",20.7991472188481,0
"165","REACTOME_METABOLISM_OF_RNA",28.0427204562775,4.41049636578349e-173
"166","REACTOME_MITOTIC_M_M_G1_PHASES",15.101337336718,1.22564138311193e-51
"167","REACTOME_MITOTIC_PROMETAPHASE",12.3026845708422,6.29718486640481e-35
"168","REACTOME_MRNA_SPLICING",1.4661221600417,0.0780986957541788
"169","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",11.2898981893287,1.03645806595729e-29
"170","REACTOME_NCAM1_INTERACTIONS",21.9380007180336,9.56527125495655e-107
"171","REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK",7.5546619491358,2.7843112431032e-14
"172","REACTOME_OLFACTORY_SIGNALING_PATHWAY",4.24070961682427,1.33302162114209e-05
"173","REACTOME_OPIOID_SIGNALLING",25.72141908392,0
"174","REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING",15.5108991080085,0
"175","REACTOME_PD1_SIGNALING",41.2270745679189,0
"176","REACTOME_PEPTIDE_CHAIN_ELONGATION",0.485174807147581,0.323142628513855
"177","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",25.6049026116752,0
"178","REACTOME_PHASE_1_FUNCTIONALIZATION_OF_COMPOUNDS",30.427799302128,2.15814122272707e-203
"179","REACTOME_PLATELET_ACTIVATION",18.7048375416729,0
"180","REACTOME_PLATELET_ACTIVATION_TRIGGERS",18.7056147486198,3.65999759552989e-78
"181","REACTOME_PLATELET_DEGRANULATION",24.5734163152132,0
"182","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",11.5655444995238,4.3969147175343e-31
"183","REACTOME_PYRUVATE_METABOLISM_AND_TCA_CYCLE",0.0656063593944542,0.473845612979758
"184","REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT",5.38993541900221,4.36825827998738e-08
"185","REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS",5.38993541900221,4.36825827998738e-08
"186","REACTOME_REGULATION_OF_INSULIN_SECRETION",12.5728092666971,2.17164426081644e-36
"187","REACTOME_RHO_GTPASE_CYCLE",44.1380711245941,0
"188","REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION",17.7147169024691,0
"189","REACTOME_S_PHASE",8.51268980882245,1.15718620386191e-17
"190","REACTOME_SIGNALING_BY_PDGF",5.02510099061575,3.08152988658705e-07
"191","REACTOME_SIGNALING_IN_IMMUNE_SYSTEM",32.533942069593,0
"192","REACTOME_SIGNALLING_BY_NGF",16.0595362570137,0
"193","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT",11.5361339726289,6.14879331858204e-31
"194","REACTOME_STEROID_METABOLISM",12.3298844140411,0
"195","REACTOME_SYNTHESIS_OF_DNA",2.40978179404577,0.00883461832550513
"196","REACTOME_TCR_SIGNALING",15.8855542210507,0
"197","REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS",26.2153005363793,0
"198","REACTOME_TIGHT_JUNCTION_INTERACTIONS",61.5202757242807,0
"199","REACTOME_TOLL_LIKE_RECEPTOR_3_CASCADE",12.8361202874801,0
"200","REACTOME_TOLL_RECEPTOR_CASCADES",23.1280216950524,0
"201","REACTOME_TRANSCRIPTION",22.6092517401413,0
"202","REACTOME_TRANSLATION",0.485174807147581,0.323142628513855
"203","REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES",27.5102029419325,1.15289399898224e-166
"204","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES",27.6532759395878,2.25470513697714e-168
"205","REACTOME_TRKA_SIGNALLING_FROM_THE_PLASMA_MEMBRANE",1.44385281010611,0.0810461561061568
"206","REACTOME_TRNA_AMINOACYLATION",20.5431575711691,7.33692761317749e-94
"207","REACTOME_VIRAL_MRNA_TRANSLATION",0.485174807147581,0.323142628513855
