"","pathways","z-score","Z_p-value"
"226","REACTOME_DIABETES_PATHWAYS",12.7556546555557,2.08420522966891e-37
"227","REACTOME_DNA_REPAIR",6.77264396830685,8.00289624160154e-12
"228","REACTOME_DNA_REPLICATION_PRE_INITIATION",5.72901088736653,6.08984563304697e-09
"229","REACTOME_DOUBLE_STRAND_BREAK_REPAIR",21.8654001746478,0
"230","REACTOME_DOWN_STREAM_SIGNAL_TRANSDUCTION",29.0032517848805,0
"231","REACTOME_DOWNSTREAM_EVENTS_IN_GPCR_SIGNALING",19.0158552422974,0
"232","REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR",33.7108291460575,0
"233","REACTOME_DOWNSTREAM_TCR_SIGNALING",23.3505016928339,0
"234","REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION",8.11778165000134,3.15142762896559e-16
"235","REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE",33.4382319924894,0
"236","REACTOME_ELECTRON_TRANSPORT_CHAIN",16.9499402694331,1.50408658466925e-64
"237","REACTOME_ELONGATION_AND_PROCESSING_OF_CAPPED_TRANSCRIPTS",4.3837911565531,6.71248272724088e-06
"238","REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK",1.06077280978635,0.150314473565741
"239","REACTOME_ERK_MAPK_TARGETS",14.0809309674026,0
"240","REACTOME_ETHANOL_OXIDATION",39.4252146157024,0
"241","REACTOME_FORMATION_AND_MATURATION_OF_MRNA_TRANSCRIPT",11.1944933746769,0
"242","REACTOME_FORMATION_OF_A_POOL_OF_FREE_40S_SUBUNITS",0.485174806951572,0.319648991703504
"243","REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE",10.942789442632,0
"244","REACTOME_FORMATION_OF_PLATELET_PLUG",18.791129678966,0
"245","REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX",27.9305562556449,1.0302677953938e-171
"246","REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS",18.1999488405661,0
"247","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",12.9421794744373,0
"248","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",21.2281547878571,0
"249","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",15.1198272397127,8.91901902652334e-52
"250","REACTOME_G1_S_TRANSITION",8.03574198903154,6.15250768933192e-16
"251","REACTOME_G2_M_CHECKPOINTS",31.11978809221,0
"252","REACTOME_G2_M_TRANSITION",3.61190440802384,0.000169309168345493
"253","REACTOME_GAP_JUNCTION_TRAFFICKING",33.6696463838813,1.55541044688603e-248
"254","REACTOME_GENE_EXPRESSION",1.64130982837368,0.05405537683877
"255","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES",24.2341747166119,0
"256","REACTOME_GENES_INVOLVED_IN_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",1.17614338017991,0.126755305653899
"257","REACTOME_GLUCONEOGENESIS",9.35234699923184,5.75014910596366e-21
"258","REACTOME_GLUCOSE_AND_OTHER_SUGAR_SLC_TRANSPORTERS",18.4608602036909,0
"259","REACTOME_GLUCOSE_METABOLISM",27.5826890744705,1.59796124139181e-167
"260","REACTOME_GLUCOSE_REGULATION_OF_INSULIN_SECRETION",16.6780794123667,1.46518286867933e-62
"261","REACTOME_GLUCOSE_TRANSPORT",44.5768238146687,0
"262","REACTOME_GLYCOLYSIS",34.2019717374014,2.19670450403451e-256
"263","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",50.1055427790958,0
"264","REACTOME_GPCR_LIGAND_BINDING",7.0482486416201,1.15439430589921e-12
"265","REACTOME_GTP_HYDROLYSIS_AND_JOINING_OF_THE_60S_RIBOSOMAL_SUBUNIT",0.485174806951572,0.319648991703504
"266","REACTOME_HEMOSTASIS",4.13599499754969,1.99190795665828e-05
"267","REACTOME_HIV_INFECTION",19.1307116907177,0
"268","REACTOME_HIV_LIFE_CYCLE",21.9703529484498,0
"269","REACTOME_HORMONE_BIOSYNTHESIS",5.08247865163165,2.1904042334149e-07
"270","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",0.247685787000061,0.406456019603579
"271","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",39.4642956649474,0
"272","REACTOME_INFLUENZA_LIFE_CYCLE",18.4208074494351,7.13052121532395e-76
"273","REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION",0.485174806951572,0.319648991703504
"274","REACTOME_INNATE_IMMUNITY_SIGNALING",31.1023158943712,0
"275","REACTOME_INORGANIC_CATION_ANION_SLC_TRANSPORTERS",38.9385009352918,0
"276","REACTOME_INSULIN_SYNTHESIS_AND_SECRETION",21.7130092167042,1.28605879084837e-104
"277","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM",16.1363029387592,1.09351329159537e-58
"278","REACTOME_INTEGRIN_ALPHAIIBBETA3_SIGNALING",20.9476593696475,0
"279","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",13.6264753936002,0
"280","REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS",20.881861168467,0
"281","REACTOME_IRS_RELATED_EVENTS",11.4459335785929,0
"282","REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE",4.36913308529328,7.15756317643715e-06
"283","REACTOME_LIPOPROTEIN_METABOLISM",22.7317727427523,0
"284","REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES",10.9671616831681,3.80798901671847e-28
"285","REACTOME_M_G1_TRANSITION",15.4318887925197,7.49273373917434e-54
"286","REACTOME_MAP_KINASES_ACTIVATION_IN_TLR_CASCADE",5.07579976670548,2.24795523742949e-07
"287","REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES",5.07579976670548,2.24795523742949e-07
"288","REACTOME_MEMBRANE_TRAFFICKING",40.6222634065629,0
"289","REACTOME_METABLISM_OF_NUCLEOTIDES",11.3878197833889,0
"290","REACTOME_METABOLISM_OF_AMINO_ACIDS",17.7047860815023,3.01931702707971e-70
"291","REACTOME_METABOLISM_OF_BILE_ACIDS_AND_BILE_SALTS",30.0370247293485,0
"292","REACTOME_METABOLISM_OF_CARBOHYDRATES",54.7612956236224,0
"293","REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS",28.8861673685349,0
"294","REACTOME_METABOLISM_OF_PROTEINS",20.7991472187863,0
"295","REACTOME_METABOLISM_OF_RNA",28.0427204563138,4.5099278412566e-173
"296","REACTOME_MITOTIC_M_M_G1_PHASES",15.1013373365137,1.17622315019589e-51
"297","REACTOME_MITOTIC_PROMETAPHASE",12.3026845708515,6.20456423810907e-35
"298","REACTOME_MRNA_3_END_PROCESSING",5.80563824301882,3.89016001789563e-09
"299","REACTOME_MRNA_SPLICING",1.466122160077,0.0763150543096057
"300","REACTOME_MRNA_SPLICING_MINOR_PATHWAY",14.1809882184916,0
"301","REACTOME_MTOR_SIGNALLING",1.06077280978635,0.150314473565741
"302","REACTOME_MUSCLE_CONTRACTION",17.007158442176,0
"303","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",11.2898981890991,1.03099081862255e-29
"304","REACTOME_NCAM1_INTERACTIONS",21.9380007178789,9.4205640305324e-107
"305","REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS",16.495930844306,0
"306","REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY",15.5502769325377,1.20715530876427e-54
"307","REACTOME_NEURORANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL",19.3130613692151,3.35264237067474e-83
"308","REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK",7.55466194909601,2.72853412219225e-14
"309","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION",14.0809309674026,0
"310","REACTOME_NUCLEOTIDE_EXCISION_REPAIR",6.01835343020911,1.08277835930168e-09
"311","REACTOME_OLFACTORY_SIGNALING_PATHWAY",4.24070961634249,1.26704815491517e-05
"312","REACTOME_OPIOID_SIGNALLING",25.7214190832942,0
