"","pathways","X2-score","X2_p-value"
"60","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",29.4121124028571,0
"61","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",199.236662780507,0
"62","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",324.98576583995,0
"63","KEGG_ALZHEIMERS_DISEASE",234.425787978256,0
"64","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",7.77157662398524,4.19400114259956e-15
"65","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",158.483624501299,0
"66","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",208.548983107266,0
"67","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",296.920579058878,0
"68","KEGG_APOPTOSIS",177.839149051166,0
"69","KEGG_ARACHIDONIC_ACID_METABOLISM",222.73748072216,0
"70","KEGG_ARGININE_AND_PROLINE_METABOLISM",171.612063069985,0
"71","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",97.194201301676,0
"72","KEGG_AUTOIMMUNE_THYROID_DISEASE",148.706886092671,0
"73","KEGG_AXON_GUIDANCE",214.836389312385,0
"74","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",118.060537119283,0
"75","KEGG_BETA_ALANINE_METABOLISM",353.335553764481,0
"76","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",174.605201169584,0
"77","KEGG_BUTANOATE_METABOLISM",130.903831695504,0
"78","KEGG_CALCIUM_SIGNALING_PATHWAY",190.171717117601,0
"79","KEGG_CARDIAC_MUSCLE_CONTRACTION",234.623853572456,0
"80","KEGG_CELL_ADHESION_MOLECULES_CAMS",215.723015829422,0
"81","KEGG_CELL_CYCLE",223.582379138492,0
"82","KEGG_CHEMOKINE_SIGNALING_PATHWAY",141.990698810449,0
"83","KEGG_CHRONIC_MYELOID_LEUKEMIA",26.2701320352404,0
"84","KEGG_CITRATE_CYCLE_TCA_CYCLE",263.492930965556,0
"85","KEGG_COLORECTAL_CANCER",138.689661585945,0
"86","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",274.430712973831,0
"87","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",152.520507321331,0
"88","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",32.6486527610792,0
"89","KEGG_DILATED_CARDIOMYOPATHY",202.542205654026,0
"90","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",20.5129294265934,0
"91","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",242.289933475667,0
"92","KEGG_ECM_RECEPTOR_INTERACTION",258.191070469749,0
"93","KEGG_ENDOCYTOSIS",321.224075867002,0
"94","KEGG_ENDOMETRIAL_CANCER",255.129697302618,0
"95","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",22.0441804803821,0
"96","KEGG_ERBB_SIGNALING_PATHWAY",137.100972298872,0
"97","KEGG_FATTY_ACID_METABOLISM",24.1838892046735,0
"98","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",209.240797612104,0
"99","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",263.540635623909,0
"100","KEGG_FOCAL_ADHESION",290.778768799704,0
"101","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",23.3739132317417,0
"102","KEGG_GALACTOSE_METABOLISM",9.60752726630854,0
"103","KEGG_GAP_JUNCTION",209.914340382002,0
"104","KEGG_GLIOMA",34.6019477204655,0
"105","KEGG_GLUTATHIONE_METABOLISM",297.799729050159,0
"106","KEGG_GLYCEROLIPID_METABOLISM",437.515930847883,0
"107","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",245.258560998976,0
"108","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",79.0713531847739,0
"109","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",179.569060114205,0
"110","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",367.441885522382,0
"111","KEGG_GNRH_SIGNALING_PATHWAY",267.564699308834,0
"112","KEGG_HEDGEHOG_SIGNALING_PATHWAY",347.308031262069,0
"113","KEGG_HEMATOPOIETIC_CELL_LINEAGE",34.5491038841882,0
"114","KEGG_HUNTINGTONS_DISEASE",241.277768933332,0
"115","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",188.086733040008,0
"116","KEGG_INOSITOL_PHOSPHATE_METABOLISM",160.257810342401,0
"117","KEGG_INSULIN_SIGNALING_PATHWAY",294.379231857235,0
"118","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",7.33228724541303,1.21760417191369e-13
"119","KEGG_JAK_STAT_SIGNALING_PATHWAY",140.195963226599,0
"120","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",165.970234752947,0
"121","KEGG_LINOLEIC_ACID_METABOLISM",14.4812601237989,0
"122","KEGG_LONG_TERM_DEPRESSION",411.83277324509,0
"123","KEGG_LONG_TERM_POTENTIATION",73.6378757368502,0
"124","KEGG_LYSINE_DEGRADATION",224.044158666825,0
"125","KEGG_LYSOSOME",95.3240840699918,0
"126","KEGG_MAPK_SIGNALING_PATHWAY",209.815947992738,0
"127","KEGG_MELANOGENESIS",35.1656728377855,0
"128","KEGG_MELANOMA",17.8913462136733,0
"129","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",23.6432991574679,0
"130","KEGG_MTOR_SIGNALING_PATHWAY",402.300664768343,0
"131","KEGG_N_GLYCAN_BIOSYNTHESIS",270.008143773832,0
"132","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",202.693062759597,0
"133","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",187.342757384029,0
"134","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",148.705136966226,0
"135","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",217.040751354937,0
"136","KEGG_NON_SMALL_CELL_LUNG_CANCER",359.553797851498,0
"137","KEGG_NOTCH_SIGNALING_PATHWAY",128.249681584389,0
"138","KEGG_NUCLEOTIDE_EXCISION_REPAIR",324.205291164314,0
"139","KEGG_O_GLYCAN_BIOSYNTHESIS",84.1758869459437,0
"140","KEGG_OLFACTORY_TRANSDUCTION",214.470607525522,0
"141","KEGG_OOCYTE_MEIOSIS",238.991758304097,0
"142","KEGG_OXIDATIVE_PHOSPHORYLATION",125.813739865065,0
"143","KEGG_PANCREATIC_CANCER",180.049710114079,0
"144","KEGG_PARKINSONS_DISEASE",354.99099745521,0
"145","KEGG_PATHWAYS_IN_CANCER",134.149169584361,0
"146","KEGG_PEROXISOME",303.307933312948,0
"147","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",261.871327287411,0
"148","KEGG_PPAR_SIGNALING_PATHWAY",295.58912528798,0
"149","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",247.330932080418,0
"150","KEGG_PRIMARY_IMMUNODEFICIENCY",9.55318794169949,0
"151","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",105.607730992641,0
"152","KEGG_PROSTATE_CANCER",203.63905212033,0
"153","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",73.0861112289544,0
"154","KEGG_PURINE_METABOLISM",149.090723045726,0
"155","KEGG_PYRIMIDINE_METABOLISM",125.128426589839,0
"156","KEGG_PYRUVATE_METABOLISM",167.104480320709,0
"157","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",195.465984373613,0
"158","KEGG_REGULATION_OF_AUTOPHAGY",320.216902137683,0
"159","KEGG_RENAL_CELL_CARCINOMA",108.010031897729,0
"160","KEGG_RETINOL_METABOLISM",104.246671528811,0
"161","KEGG_RIBOSOME",264.707346302861,0
"162","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",221.86572190928,0
"163","KEGG_RNA_DEGRADATION",282.704381250262,0
"164","KEGG_SMALL_CELL_LUNG_CANCER",136.237503106732,0
"165","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",190.542796094185,0
"166","KEGG_SPLICEOSOME",243.18568484077,0
"167","KEGG_STARCH_AND_SUCROSE_METABOLISM",3.4623956326855,0.000279429321420103
"168","KEGG_STEROID_HORMONE_BIOSYNTHESIS",213.906989021187,0
"169","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",19.6877761148313,0
"170","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",148.850835075667,0
"171","KEGG_TASTE_TRANSDUCTION",238.048766587677,0
"172","KEGG_TGF_BETA_SIGNALING_PATHWAY",325.45939379091,0
"173","KEGG_TIGHT_JUNCTION",212.068011143736,0
"174","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",119.54509474064,0
"175","KEGG_TRYPTOPHAN_METABOLISM",23.7228827405816,0
"176","KEGG_TYPE_II_DIABETES_MELLITUS",302.943690592897,0
"177","KEGG_TYROSINE_METABOLISM",320.800137029639,0
"178","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",221.425740132684,0
"179","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",103.823659816905,0
"180","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",40.4123624599938,0
"181","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",354.923510449339,0
"182","KEGG_VEGF_SIGNALING_PATHWAY",69.6311773106988,0
"183","KEGG_VIBRIO_CHOLERAE_INFECTION",229.194552153495,0
"184","KEGG_VIRAL_MYOCARDITIS",173.292877631006,0
"185","KEGG_WNT_SIGNALING_PATHWAY",286.097096457205,0
"186","REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE",639.490812664758,0
"187","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",185.060461886428,0
"188","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",182.817650166959,0
"189","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",185.060461886428,0
"190","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",236.702847449221,0
"191","REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",196.052255198951,0
"192","REACTOME_APOPTOSIS",211.343377317097,0
"193","REACTOME_APOPTOTIC_EXECUTION_PHASE",247.513609174167,0
"194","REACTOME_AXON_GUIDANCE",204.364809704472,0
"195","REACTOME_BIOLOGICAL_OXIDATIONS",123.783720339038,0
"196","REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS",225.551357863356,0
"197","REACTOME_CD28_CO_STIMULATION",231.54387086653,0
"198","REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING",274.098165708508,0
"199","REACTOME_CDC20_PHOSPHO_APC_MEDIATED_DEGRADATION_OF_CYCLIN_A",252.002940285866,0
"200","REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX",208.60793085224,0
"201","REACTOME_CELL_CELL_ADHESION_SYSTEMS",180.898043568231,0
"202","REACTOME_CELL_CYCLE_CHECKPOINTS",205.830192332515,0
"203","REACTOME_CELL_CYCLE_MITOTIC",200.463871413423,0
"204","REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE",232.738269513792,0
"205","REACTOME_CELL_JUNCTION_ORGANIZATION",166.237321141568,0
"206","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",163.9671822329,0
"207","REACTOME_CENTROSOME_MATURATION",208.375872919208,0
"208","REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",16.401600272921,0
"209","REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT",302.180265180484,0
"210","REACTOME_CITRIC_ACID_CYCLE",376.457253197438,0
"211","REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS",209.334646896486,0
"212","REACTOME_CLASS_B2_SECRETIN_FAMILY_RECEPTORS",225.551357863356,0
"213","REACTOME_CLATHRIN_DERIVED_VESICLE_BUDDING",42.851239011852,0
"214","REACTOME_COLLAGEN_MEDIATED_ACTIVATION_CASCADE",259.708891276036,0
"215","REACTOME_COMMON_PATHWAY",294.705571162311,0
"216","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY",275.518967584292,0
"217","REACTOME_CTLA4_INHIBITORY_SIGNALING",371.621880900291,0
"218","REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE",140.35101608012,0
"219","REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION",166.103265504178,0
"220","REACTOME_DARPP32_EVENTS",249.694353159597,0
"221","REACTOME_DEPOLARIZATION_OF_THE_PRESYNAPTIC_TERMINAL_TRIGGERS_THE_OPENING_OF_CALCIUM_CHANNELS",251.414700718971,0
"222","REACTOME_DIABETES_PATHWAYS",242.738440582385,0
"223","REACTOME_DNA_REPAIR",224.283548840719,0
"224","REACTOME_DNA_REPLICATION_PRE_INITIATION",248.116037614569,0
"225","REACTOME_DOUBLE_STRAND_BREAK_REPAIR",257.484691572907,0
"226","REACTOME_DOWN_STREAM_SIGNAL_TRANSDUCTION",39.4520723941426,0
"227","REACTOME_DOWNSTREAM_EVENTS_IN_GPCR_SIGNALING",219.112287869527,0
"228","REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR",32.2247416949086,0
"229","REACTOME_DOWNSTREAM_TCR_SIGNALING",158.595072606702,0
"230","REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION",288.101092501462,0
"231","REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE",2.35570259179456,0.00939175810507076
"232","REACTOME_ELECTRON_TRANSPORT_CHAIN",285.629840006714,0
"233","REACTOME_ELONGATION_AND_PROCESSING_OF_CAPPED_TRANSCRIPTS",263.446340879823,0
"234","REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK",639.490812664758,0
"235","REACTOME_ERK_MAPK_TARGETS",513.091488566965,0
"236","REACTOME_ETHANOL_OXIDATION",14.6606987794947,0
"237","REACTOME_FORMATION_AND_MATURATION_OF_MRNA_TRANSCRIPT",235.648708803289,0
"238","REACTOME_FORMATION_OF_A_POOL_OF_FREE_40S_SUBUNITS",264.707346302861,0
"239","REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE",279.666930087259,0
"240","REACTOME_FORMATION_OF_PLATELET_PLUG",229.099380704487,0
"241","REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX",27.3628557797653,0
"242","REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS",213.292021825024,0
"243","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",221.056235002903,0
"244","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",225.792573606422,0
"245","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",167.081543896322,0
"246","REACTOME_G1_S_TRANSITION",224.295901927791,0
"247","REACTOME_G2_M_CHECKPOINTS",140.621661106222,0
"248","REACTOME_G2_M_TRANSITION",205.630324392929,0
"249","REACTOME_GAP_JUNCTION_TRAFFICKING",72.7669081520577,0
"250","REACTOME_GENE_EXPRESSION",228.090996659725,0
"251","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES",251.419805461625,0
"252","REACTOME_GENES_INVOLVED_IN_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",359.97472827408,0
"253","REACTOME_GLUCONEOGENESIS",304.596913335566,0
"254","REACTOME_GLUCOSE_AND_OTHER_SUGAR_SLC_TRANSPORTERS",288.774483027109,0
"255","REACTOME_GLUCOSE_METABOLISM",199.017146587974,0
"256","REACTOME_GLUCOSE_REGULATION_OF_INSULIN_SECRETION",225.094348532126,0
"257","REACTOME_GLUCOSE_TRANSPORT",30.2070666437929,0
"258","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",42.851239011852,0
"259","REACTOME_GPCR_LIGAND_BINDING",218.096963863144,0
"260","REACTOME_GTP_HYDROLYSIS_AND_JOINING_OF_THE_60S_RIBOSOMAL_SUBUNIT",264.707346302861,0
"261","REACTOME_HEMOSTASIS",228.799696598178,0
"262","REACTOME_HIV_INFECTION",212.07378126047,0
"263","REACTOME_HIV_LIFE_CYCLE",219.317370326839,0
"264","REACTOME_HORMONE_BIOSYNTHESIS",169.407287821886,0
"265","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",227.706328941759,0
"266","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",120.460282887219,0
"267","REACTOME_INFLUENZA_LIFE_CYCLE",262.232455687102,0
"268","REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION",264.707346302861,0
"269","REACTOME_INNATE_IMMUNITY_SIGNALING",272.045938044105,0
"270","REACTOME_INORGANIC_CATION_ANION_SLC_TRANSPORTERS",4.24293701291491,1.16096262845806e-05
"271","REACTOME_INSULIN_SYNTHESIS_AND_SECRETION",210.751636729567,0
"272","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM",261.373367130566,0
"273","REACTOME_INTEGRIN_ALPHAIIBBETA3_SIGNALING",109.349920209288,0
"274","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",177.288242057494,0
"275","REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS",136.408282494096,0
"276","REACTOME_IRS_RELATED_EVENTS",365.119182816469,0
"277","REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE",273.731798457903,0
"278","REACTOME_LIPOPROTEIN_METABOLISM",302.180265180484,0
"279","REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES",208.375872919208,0
"280","REACTOME_M_G1_TRANSITION",208.60793085224,0
"281","REACTOME_MAP_KINASES_ACTIVATION_IN_TLR_CASCADE",404.429201101958,0
"282","REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES",404.429201101958,0
"283","REACTOME_MEMBRANE_TRAFFICKING",150.230257533354,0
"284","REACTOME_METABLISM_OF_NUCLEOTIDES",183.775715173582,0
"285","REACTOME_METABOLISM_OF_AMINO_ACIDS",131.002757682866,0
"286","REACTOME_METABOLISM_OF_BILE_ACIDS_AND_BILE_SALTS",168.742040754657,0
"287","REACTOME_METABOLISM_OF_CARBOHYDRATES",124.456053732456,0
"288","REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS",195.806804374074,0
"289","REACTOME_METABOLISM_OF_PROTEINS",236.499174291284,0
"290","REACTOME_METABOLISM_OF_RNA",221.80912256685,0
"291","REACTOME_MITOTIC_M_M_G1_PHASES",192.932879284427,0
"292","REACTOME_MITOTIC_PROMETAPHASE",210.769634653318,0
"293","REACTOME_MRNA_3_END_PROCESSING",251.290583387219,0
"294","REACTOME_MRNA_SPLICING",248.573056819394,0
"295","REACTOME_MRNA_SPLICING_MINOR_PATHWAY",259.95199238095,0
"296","REACTOME_MTOR_SIGNALLING",639.490812664758,0
"297","REACTOME_MUSCLE_CONTRACTION",267.315777045337,0
"298","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",251.770501618526,0
"299","REACTOME_NCAM1_INTERACTIONS",215.01247097504,0
"300","REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS",229.814576142766,0
"301","REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY",328.047478725404,0
"302","REACTOME_NEURORANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL",176.36149241785,0
"303","REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK",246.964206343005,0
"304","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION",513.091488566965,0
"305","REACTOME_NUCLEOTIDE_EXCISION_REPAIR",324.205291164314,0
"306","REACTOME_OLFACTORY_SIGNALING_PATHWAY",221.562047394628,0
"307","REACTOME_OPIOID_SIGNALLING",169.386355332944,0
"308","REACTOME_ORC1_REMOVAL_FROM_CHROMATIN",208.60793085224,0
"309","REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING",232.738269513792,0
"310","REACTOME_PD1_SIGNALING",3.13025077149536,0.000899248218635298
"311","REACTOME_PEPTIDE_CHAIN_ELONGATION",264.707346302861,0
"312","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",143.516790876332,0
"313","REACTOME_PEROXISOMAL_LIPID_METABOLISM",278.811993869197,0
"314","REACTOME_PHASE_1_FUNCTIONALIZATION",7.33184131509357,1.2177489064073e-13
"315","REACTOME_PHASE_1_FUNCTIONALIZATION_OF_COMPOUNDS",134.269816794335,0
"316","REACTOME_PHASE_II_CONJUGATION",45.8811224519434,0
"317","REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS",3.40206670592391,0.000345266081503376
"318","REACTOME_PI3K_CASCADE",32.2247416949086,0
"319","REACTOME_PLATELET_ACTIVATION",247.235672800703,0
"320","REACTOME_PLATELET_ACTIVATION_TRIGGERS",220.72890708546,0
"321","REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION",109.349920209288,0
"322","REACTOME_PLATELET_DEGRANULATION",223.348295316139,0
"323","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",327.161555623761,0
"324","REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS",453.921020133534,0
"325","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",250.356553239907,0
"326","REACTOME_PURINE_METABOLISM",6.03171194310114,8.63272361416707e-10
"327","REACTOME_PYRUVATE_METABOLISM",121.250720614818,0
"328","REACTOME_PYRUVATE_METABOLISM_AND_TCA_CYCLE",205.863943919535,0
"329","REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1",639.490812664758,0
"330","REACTOME_REGULATION_OF_APC_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE",252.002940285866,0
"331","REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT",229.197471371865,0
"332","REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS",229.197471371865,0
"333","REACTOME_REGULATION_OF_INSULIN_SECRETION",221.004861145899,0
"334","REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE_1",200.08772553677,0
"335","REACTOME_REV_MEDIATED_NUCLEAR_EXPORT_OF_HIV1_RNA",328.047478725404,0
"336","REACTOME_RHO_GTPASE_CYCLE",150.63919283785,0
"337","REACTOME_RNA_POLYMERASE_I_III_AND_MITOCHONDRIAL_TRANSCRIPTION",362.160351667071,0
"338","REACTOME_RNA_POLYMERASE_I_PROMOTER_CLEARANCE",362.160351667071,0
"339","REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION",212.67911561686,0
"340","REACTOME_S_PHASE",230.343189353544,0
"341","REACTOME_SEMAPHORIN_INTERACTIONS",265.826904027711,0
"342","REACTOME_SEROTONIN_RECEPTORS",43.1855316622817,0
