"","pathways","X2-score","X2_p-value"
"40","KEGG_ENDOCYTOSIS",321.224075867002,0
"41","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",22.0441804803821,0
"42","KEGG_FATTY_ACID_METABOLISM",24.1838892046735,0
"43","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",209.240797612104,0
"44","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",263.540635623909,0
"45","KEGG_FOCAL_ADHESION",290.778768799704,0
"46","KEGG_GAP_JUNCTION",209.914340382002,0
"47","KEGG_GLUTATHIONE_METABOLISM",297.799729050159,0
"48","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",79.0713531847739,0
"49","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",179.569060114205,0
"50","KEGG_HEMATOPOIETIC_CELL_LINEAGE",34.5491038841882,0
"51","KEGG_HUNTINGTONS_DISEASE",241.277768933332,0
"52","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",188.086733040008,0
"53","KEGG_INSULIN_SIGNALING_PATHWAY",294.379231857235,0
"54","KEGG_JAK_STAT_SIGNALING_PATHWAY",140.195963226599,0
"55","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",165.970234752947,0
"56","KEGG_LONG_TERM_POTENTIATION",73.6378757368502,0
"57","KEGG_LYSINE_DEGRADATION",224.044158666825,0
"58","KEGG_LYSOSOME",95.3240840699918,0
"59","KEGG_MAPK_SIGNALING_PATHWAY",209.815947992738,0
"60","KEGG_MELANOMA",17.8913462136733,0
"61","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",23.6432991574679,0
"62","KEGG_MTOR_SIGNALING_PATHWAY",402.300664768343,0
"63","KEGG_N_GLYCAN_BIOSYNTHESIS",270.008143773832,0
"64","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",202.693062759597,0
"65","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",187.342757384029,0
"66","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",148.705136966226,0
"67","KEGG_OLFACTORY_TRANSDUCTION",214.470607525522,0
"68","KEGG_OOCYTE_MEIOSIS",238.991758304097,0
"69","KEGG_OXIDATIVE_PHOSPHORYLATION",125.813739865065,0
"70","KEGG_PARKINSONS_DISEASE",354.99099745521,0
"71","KEGG_PATHWAYS_IN_CANCER",134.149169584361,0
"72","KEGG_PEROXISOME",303.307933312948,0
"73","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",261.871327287411,0
"74","KEGG_PPAR_SIGNALING_PATHWAY",295.58912528798,0
"75","KEGG_PRIMARY_IMMUNODEFICIENCY",9.55318794169949,0
"76","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",105.607730992641,0
"77","KEGG_PROSTATE_CANCER",203.63905212033,0
"78","KEGG_PURINE_METABOLISM",149.090723045726,0
"79","KEGG_PYRIMIDINE_METABOLISM",125.128426589839,0
"80","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",195.465984373613,0
"81","KEGG_RENAL_CELL_CARCINOMA",108.010031897729,0
"82","KEGG_RETINOL_METABOLISM",104.246671528811,0
"83","KEGG_RIBOSOME",264.707346302861,0
"84","KEGG_SMALL_CELL_LUNG_CANCER",136.237503106732,0
"85","KEGG_SPLICEOSOME",243.18568484077,0
"86","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",19.6877761148313,0
"87","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",148.850835075667,0
"88","KEGG_TASTE_TRANSDUCTION",238.048766587677,0
"89","KEGG_TGF_BETA_SIGNALING_PATHWAY",325.45939379091,0
"90","KEGG_TIGHT_JUNCTION",212.068011143736,0
"91","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",119.54509474064,0
"92","KEGG_TYPE_II_DIABETES_MELLITUS",302.943690592897,0
"93","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",221.425740132684,0
"94","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",354.923510449339,0
"95","KEGG_VEGF_SIGNALING_PATHWAY",69.6311773106988,0
"96","KEGG_VIBRIO_CHOLERAE_INFECTION",229.194552153495,0
"97","KEGG_VIRAL_MYOCARDITIS",173.292877631006,0
"98","KEGG_WNT_SIGNALING_PATHWAY",286.097096457205,0
"99","REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",196.052255198951,0
"100","REACTOME_APOPTOSIS",211.343377317097,0
"101","REACTOME_AXON_GUIDANCE",204.364809704472,0
"102","REACTOME_BIOLOGICAL_OXIDATIONS",123.783720339038,0
"103","REACTOME_CD28_CO_STIMULATION",231.54387086653,0
"104","REACTOME_CELL_CELL_ADHESION_SYSTEMS",180.898043568231,0
"105","REACTOME_CELL_CYCLE_CHECKPOINTS",205.830192332515,0
"106","REACTOME_CELL_CYCLE_MITOTIC",200.463871413423,0
"107","REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE",232.738269513792,0
"108","REACTOME_CELL_JUNCTION_ORGANIZATION",166.237321141568,0
"109","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",163.9671822329,0
"110","REACTOME_CENTROSOME_MATURATION",208.375872919208,0
"111","REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",16.401600272921,0
"112","REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS",209.334646896486,0
"113","REACTOME_CLATHRIN_DERIVED_VESICLE_BUDDING",42.851239011852,0
"114","REACTOME_COLLAGEN_MEDIATED_ACTIVATION_CASCADE",259.708891276036,0
"115","REACTOME_COMMON_PATHWAY",294.705571162311,0
"116","REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY",275.518967584292,0
"117","REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE",140.35101608012,0
"118","REACTOME_DARPP32_EVENTS",249.694353159597,0
"119","REACTOME_DIABETES_PATHWAYS",242.738440582385,0
"120","REACTOME_DNA_REPAIR",224.283548840719,0
"121","REACTOME_DNA_REPLICATION_PRE_INITIATION",248.116037614569,0
"122","REACTOME_DOWNSTREAM_EVENTS_IN_GPCR_SIGNALING",219.112287869527,0
"123","REACTOME_DOWNSTREAM_TCR_SIGNALING",158.595072606702,0
"124","REACTOME_ELECTRON_TRANSPORT_CHAIN",285.629840006714,0
"125","REACTOME_ELONGATION_AND_PROCESSING_OF_CAPPED_TRANSCRIPTS",263.446340879823,0
"126","REACTOME_FORMATION_AND_MATURATION_OF_MRNA_TRANSCRIPT",235.648708803289,0
"127","REACTOME_FORMATION_OF_A_POOL_OF_FREE_40S_SUBUNITS",264.707346302861,0
"128","REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE",279.666930087259,0
"129","REACTOME_FORMATION_OF_PLATELET_PLUG",229.099380704487,0
"130","REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS",213.292021825024,0
"131","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",221.056235002903,0
"132","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",225.792573606422,0
"133","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",167.081543896322,0
"134","REACTOME_G1_S_TRANSITION",224.295901927791,0
"135","REACTOME_G2_M_CHECKPOINTS",140.621661106222,0
"136","REACTOME_G2_M_TRANSITION",205.630324392929,0
"137","REACTOME_GENE_EXPRESSION",228.090996659725,0
"138","REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES",251.419805461625,0
"139","REACTOME_GLUCOSE_METABOLISM",199.017146587974,0
"140","REACTOME_GLUCOSE_REGULATION_OF_INSULIN_SECRETION",225.094348532126,0
"141","REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",42.851239011852,0
"142","REACTOME_GPCR_LIGAND_BINDING",218.096963863144,0
"143","REACTOME_GTP_HYDROLYSIS_AND_JOINING_OF_THE_60S_RIBOSOMAL_SUBUNIT",264.707346302861,0
"144","REACTOME_HEMOSTASIS",228.799696598178,0
"145","REACTOME_HIV_INFECTION",212.07378126047,0
"146","REACTOME_HIV_LIFE_CYCLE",219.317370326839,0
"147","REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",227.706328941759,0
"148","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",120.460282887219,0
"149","REACTOME_INFLUENZA_LIFE_CYCLE",262.232455687102,0
"150","REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION",264.707346302861,0
"151","REACTOME_INNATE_IMMUNITY_SIGNALING",272.045938044105,0
"152","REACTOME_INSULIN_SYNTHESIS_AND_SECRETION",210.751636729567,0
"153","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM",261.373367130566,0
"154","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",177.288242057494,0
"155","REACTOME_IRS_RELATED_EVENTS",365.119182816469,0
"156","REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE",273.731798457903,0
"157","REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES",208.375872919208,0
"158","REACTOME_MEMBRANE_TRAFFICKING",150.230257533354,0
"159","REACTOME_METABLISM_OF_NUCLEOTIDES",183.775715173582,0
"160","REACTOME_METABOLISM_OF_AMINO_ACIDS",131.002757682866,0
"161","REACTOME_METABOLISM_OF_BILE_ACIDS_AND_BILE_SALTS",168.742040754657,0
"162","REACTOME_METABOLISM_OF_CARBOHYDRATES",124.456053732456,0
"163","REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS",195.806804374074,0
"164","REACTOME_METABOLISM_OF_PROTEINS",236.499174291284,0
"165","REACTOME_METABOLISM_OF_RNA",221.80912256685,0
"166","REACTOME_MITOTIC_M_M_G1_PHASES",192.932879284427,0
"167","REACTOME_MITOTIC_PROMETAPHASE",210.769634653318,0
"168","REACTOME_MRNA_SPLICING",248.573056819394,0
"169","REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",251.770501618526,0
"170","REACTOME_NCAM1_INTERACTIONS",215.01247097504,0
"171","REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK",246.964206343005,0
"172","REACTOME_OLFACTORY_SIGNALING_PATHWAY",221.562047394628,0
"173","REACTOME_OPIOID_SIGNALLING",169.386355332944,0
"174","REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING",232.738269513792,0
"175","REACTOME_PD1_SIGNALING",3.13025077149536,0.000886128107988233
"176","REACTOME_PEPTIDE_CHAIN_ELONGATION",264.707346302861,0
"177","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",143.516790876332,0
"178","REACTOME_PHASE_1_FUNCTIONALIZATION_OF_COMPOUNDS",134.269816794335,0
"179","REACTOME_PLATELET_ACTIVATION",247.235672800703,0
"180","REACTOME_PLATELET_ACTIVATION_TRIGGERS",220.72890708546,0
"181","REACTOME_PLATELET_DEGRANULATION",223.348295316139,0
"182","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",250.356553239907,0
"183","REACTOME_PYRUVATE_METABOLISM_AND_TCA_CYCLE",205.863943919535,0
"184","REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT",229.197471371865,0
"185","REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS",229.197471371865,0
"186","REACTOME_REGULATION_OF_INSULIN_SECRETION",221.004861145899,0
"187","REACTOME_RHO_GTPASE_CYCLE",150.63919283785,0
"188","REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION",212.67911561686,0
"189","REACTOME_S_PHASE",230.343189353544,0
"190","REACTOME_SIGNALING_BY_PDGF",254.5069787793,0
"191","REACTOME_SIGNALING_IN_IMMUNE_SYSTEM",217.259797906462,0
"192","REACTOME_SIGNALLING_BY_NGF",230.779041602879,0
"193","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT",289.378872810351,0
"194","REACTOME_STEROID_METABOLISM",232.738230233512,0
"195","REACTOME_SYNTHESIS_OF_DNA",266.497095299913,0
"196","REACTOME_TCR_SIGNALING",262.665595088579,0
"197","REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS",158.983702563317,0
"198","REACTOME_TIGHT_JUNCTION_INTERACTIONS",11.3801630833009,0
"199","REACTOME_TOLL_LIKE_RECEPTOR_3_CASCADE",328.838319529887,0
"200","REACTOME_TOLL_RECEPTOR_CASCADES",304.073691708768,0
"201","REACTOME_TRANSCRIPTION",221.707347215882,0
"202","REACTOME_TRANSLATION",264.707346302861,0
"203","REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES",261.333032035869,0
"204","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES",183.349217171842,0
"205","REACTOME_TRKA_SIGNALLING_FROM_THE_PLASMA_MEMBRANE",179.443920282565,0
"206","REACTOME_TRNA_AMINOACYLATION",198.417274191004,0
"207","REACTOME_VIRAL_MRNA_TRANSLATION",264.707346302861,0
